,index,NAME,YEAR,DIRECTOR,RATINGS,RATING_SCORES,REVIEWS,neg,neu,pos,compound
4782,4782,Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ ,4.5, watched w family ***,0.0,1.0,0.0,0.0
4783,4783,Full Metal Jacket,1987,Stanley Kubrick, ★★★★ ,4.0, If Whiplash was a war movie this is what it would look like. ***,0.224,0.632,0.144,-0.34
4784,4784,Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ,5.0," The assembly line of human degradation and absolute cruelty we've constructed to make any sort of sense out of a world of shit. Kubrick, in what I can only describe as sardonic hellfire mode, delivers the kind of movie that makes you wonder what exactly is ""better"" about being alive. ***",0.186,0.769,0.044,-0.8519
4785,4785,Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ,5.0, The part where they’re singing happy birthday to jesus on Christmas lmaooo ***,0.0,0.764,0.236,0.5719
4786,4786,Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ,5.0, not to be filmbro on main but kubrick was the blueprint ***,0.0,1.0,0.0,0.0
4787,4787,Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ,5.0," “I think I was trying to suggest something about the duality of man, sir.”I think the complaints about the first half and second half are bullshit, this quote basically sums up the point of the film. We show the duality of man off the battlefield and on the battlefield and how differently their humanity is taken away from them. Stanley Kubrick is really the goat. ***",0.161,0.839,0.0,-0.8934
4788,4788,Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ,5.0," Me so horny, me love you long time, fifteen dollar. ***",0.0,0.691,0.309,0.6666
4789,4789,Full Metal Jacket,1987,Stanley Kubrick, ★★★★ ,4.0, I'm not giving it five stars is because the first half is so much better than the second half but I'm giving it 4 stars literally just because of how good the first half is ***,0.099,0.756,0.145,0.4343
4790,4790,Full Metal Jacket,1987,Stanley Kubrick, ★★★★ ,4.0," Pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa pa ooma mow mow papa ooma mow mow""Five dollars is all my mom allows me to spend."" ***",0.0,1.0,0.0,0.0
4791,4791,Full Metal Jacket,1987,Stanley Kubrick, ★★★★ ,4.0, PRIVATE SO HELP ME GOD IF I HAVE TO COME OVER THERE ONE MORE TIME I WILL PISS YOUR FUCKING PANTS ***,0.147,0.575,0.278,0.5939
4792,4792,Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ ,4.5, Stop yelling at me ***,0.355,0.645,0.0,-0.296
4793,4793,Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ ,4.5, 85/100 Surfin' bird. ***,0.0,1.0,0.0,0.0
4794,4794,Full Metal Jacket,1987,Stanley Kubrick, ★★★★★ ,5.0," Kubrick creates a masterpiece and confuses a bunch of people who recognize that it is indeed a masterpiece but aren't sure exactly as to why. I know why, of course. But then Stanley and I go way back. He even shot my wedding, getting it just right on the 73rd take. ***",0.078,0.796,0.126,0.373
4795,4795,Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ ,4.5, no offense but.....everybody knows that the bird is the word pa pa pa pa pa pa pa pa pa pa pa papa ooma mow mow papa ooma mow mow apa ooma mow mow papa ooma mow mow ***,0.104,0.896,0.0,-0.4939
4796,4796,Full Metal Jacket,1987,Stanley Kubrick, ★★★★ ,4.0, Second half of this might be one of cinema's greatest pleb filters. ***,0.0,0.741,0.259,0.6369
4797,4797,Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ ,4.5, if my coworkers beat me with pillowcases stuffed with bars of soap i’d also be pretty pissed tbh 🙄 ***,0.172,0.697,0.131,-0.25
4798,4798,Full Metal Jacket,1987,Stanley Kubrick, ★★★★ ,4.0, Just taking a short break from watching Kubrick's masterpiece. By watching another one of Kubrick's masterpieces. ***,0.0,0.648,0.352,0.8225
4799,4799,Full Metal Jacket,1987,Stanley Kubrick, ★★★★½ ,4.5," I don’t think I ever would have thought of Kubrick as a director of war films, but between PATHS OF GLORY, DR. STRANGELOVE, and FULL METAL JACKET he has a trilogy of sorts. The first part deals with the hypocrisy and tragic waste of war, the second deals with the comic absurdity of war, and the final part deals with the dehumanization of war and the struggle to maintain a sense of humanity and individuality in the midst of chaos and brutality. ***",0.35,0.599,0.052,-0.989
4800,4800,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0, REMEMBER TO VISIT YOUR GODDAMN MOTHER ***,0.39,0.61,0.0,-0.5904
4801,4801,Aparajito,1956,Satyajit Ray, ★★★★½ ,4.5," Aparajito, the second film in Satyajit Ray’s Apu trilogy, opens with the camera looking out the window of a train, that symbol of modernity from Pather Panchali. As it races across a bridge and steel beams flash by, we leave the country for the city. Aparajito will go on to eloquently dramatize similar oppositions: tradition versus invention; religion versus science; adolescence versus adulthood. All square off in the life of Apu, and indeed in his heart.More here. ***",0.016,0.984,0.0,-0.0516
4802,4802,Aparajito,1956,Satyajit Ray, ★★★★½ ,4.5," ""O Lord of the world, those devoted to you are the blessed ones. Those who worship you are the holy ones. Those who sing your praises... ""Touching. I watched this while waiting in line at the Bureau of Motor Vehicles and I cried in the Bureau of Motor Vehicles. It's an excellent film that does such a great job demonstrating cultural divides and the power of dreams. Great stuff! ***",0.03,0.692,0.278,0.9686
4803,4803,Aparajito,1956,Satyajit Ray, None ,0.0," On par with Pather Panchali, but more heartbreaking. ***",0.357,0.643,0.0,-0.664
4804,4804,Aparajito,1956,Satyajit Ray, None ,0.0," What did I do during the Letterboxd blackout you may ask? Simple, I was curled up on the floor sobbing over the last 45 minutes of this masterpiece. ***",0.08,0.77,0.15,0.5065
4805,4805,Aparajito,1956,Satyajit Ray, ★★★★ ,4.0, The second installment to the Apu Trilogy explored the teenage life of Apu as he lives with his family in Benaras.Death embarks a major emotional state in this film too same as the predecessor. The bigger budget and Indian cultures is explored through the city life of Apu. Watching World of Apu tomorrow! This might be one of the greatest trilogy ever made.Visit your gracious and grateful mother :(Satyajit Ray Ranked  ***,0.0,0.841,0.159,0.9134
4806,4806,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0, Sometimes these films are great to have on in the background I mean to not focus on the story so much as just watch it like you view art works this is what I done this time I simply ignored the subtitles and watched it like a painting one of the better cinematic experiences I've had ***,0.037,0.77,0.193,0.8658
4807,4807,Aparajito,1956,Satyajit Ray, ★★★★½ ,4.5, My dumbass didn't realize this was the second movie in the trilogy so now I don't know if i should watch the first and then go to the third or just start over and rewatch this.But I'm surprised at how much I loved this even though I saw it out of order. There's a certain simplicity to it I really appreciate. The way it approaches themes of growing up and change makes it feel both timeless and universal. Really pretty score too and I'm very much looking forward to finishing the trilogy. ***,0.036,0.803,0.161,0.8882
4808,4808,Aparajito,1956,Satyajit Ray, ★★★★ ,4.0," So soulful, heartfelt, humane, and devastating. Here's one to all the moms in the world, we love you :( ***",0.231,0.513,0.256,0.197
4809,4809,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0," How About Please, Thank You, or I'm Sorry?Has montages expressing the joy of learning and science the way other movies depict athletic training.If this were a 2015 movie it would exploitatively be retitled Bengali Boyhood by a lazy distributor. ***",0.055,0.754,0.191,0.7269
4810,4810,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0," This second installment in the Apu trilogy is not only better than the first one in all aspects, cinematography, direction, acting, screenplay etc but it also goes deep in the emotion. No film has made me feel a wider range of emotions. Excellent in all respects like the predecessor. ***",0.075,0.736,0.188,0.8293
4811,4811,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0, MASTERPIECE ***,0.0,0.171,0.829,0.7034
4812,4812,Aparajito,1956,Satyajit Ray, ★★★★½ ,4.5," I had some iced coffee and a Krispy Kreme while watching this, a whole vibe. ***",0.0,1.0,0.0,0.0
4813,4813,Aparajito,1956,Satyajit Ray, ★★★★ ,4.0," As if these films could get any more devastating, I watch this and it destroys me. This entire film is tough to watch. Is it as a good as the first one? I would have to say no to that, but this is a terrific sequel. The character of Apu is the definition of growth. Can't wait to watch the last in the trilogy. ***",0.111,0.756,0.133,0.5504
4814,4814,Aparajito,1956,Satyajit Ray, ★★★★½ ,4.5, Satyajit Ray is outstanding and now I get it when Kurosawa said that if you have not seen the films of Ray is to have lived in the world without ever having seen the moon and the sun. And I totally agree and I have just seen two of his films! The mother and son relationship in this film is just so heart touching and beautiful on every aspect.Tomorrow I will watch the last one.93/100 ***,0.0,0.863,0.137,0.8997
4815,4815,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0," months have passed since her death and now I see it, I see what's it like to lose your mother, I see what it does to you, I feel like I was standing on the edge of a mountain for a long time ready to jump and the death of my mother pushed me, and what's left of me now is the shadow that was behind me. ***",0.144,0.753,0.103,-0.6124
4816,4816,Aparajito,1956,Satyajit Ray, ★★★★★ ,5.0," Can’t believe Synecdoche, New York ripped off Aparajito ***",0.0,1.0,0.0,0.0
4817,4817,Aparajito,1956,Satyajit Ray, ★★★★ ,4.0," From odds and ends of youth to the growth of faith and tribulation. Ray seems to understand that life gets more unfair with age, more of a sequence of toss-ups between doom and fortune that comes swiftly after the immaterial bejewel of early childhood. It gets worse as it gets better, and heritage is a grim lifelong weight burning as the future glides closer. Apu needs a prayer, a break, a stroke of mercy. Yet it doesn’t come. Only further dejection in a cruel, funereal morality play that he, nor his family, could ever opt out of. A curse from the moment of conception. Fun! ***",0.164,0.687,0.149,-0.5838
4818,4818,Aparajito,1956,Satyajit Ray, ★★★★½ ,4.5," I liked it more than the first one.It's more focused and better paced.While Pather Panchali mostly took place in just one location, in this movie the characters are constantly going from one place to another.This makes sense, since Apu is now a young adult and his life is rapidly changing, which keeps the film moving and it never feels like it drags like the first one sometimes did.Amazing. ***",0.078,0.805,0.117,0.6042
4819,4819,Aparajito,1956,Satyajit Ray, ★★★★ ,4.0, I think he ran all the way to Africa ***,0.0,1.0,0.0,0.0
4820,4820,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★★ ,5.0, “The Elements of an Ozu Film”19%:People walking in-and-out of rooms.37%: People struggling with the modernization of Japan—esp. how it relates to the family unit. 44%: People apologizing for the way they acted when they got drunk the previous night. ***,0.149,0.851,0.0,-0.6705
4821,4821,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★★ ,5.0," Poem written by Yasujirō Ozu on the death of his mother in 1962:Down in the valley it is already springClouds of cherry blossoms;But here, the sluggish eye, the taste of mackerel -The blossoms are melancholyAnd the flavor of sake becomes bitter.[Note: 'the taste of mackerel' translates as 'sanma no aji', the Japanese title of An Autumn Afternoon] ***",0.138,0.862,0.0,-0.8316
4822,4822,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★★ ,5.0," More drinking than a Hong Sangsoo film. Hilarious and devastatingly sad, often simultaneously. Ozu's most explicit references to the war, in a film in which almost every shot contains red, white and blue. The Battleship March is one of the great musical sequences. My favorite Ozu, the only one I've seen on film and (I think) the only one I've ever seen in a theatre. ***",0.149,0.724,0.127,-0.1779
4823,4823,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," crazy to see this and an Anderson film back to back – the colors, the framing, the dialogue, what goes unsaid until it's not ***",0.094,0.906,0.0,-0.34
4824,4824,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★½ ,3.5," ozu’s shots of empty rooms convey so much emotion that is somehow shaped by the subject matter of each of his films. in this, they feel lonely, like you can feel the absence of someone. they show what happens when a room is left unoccupied — still there, but almost frozen, waiting for someone to come in and make them feel alive again. and what happens when someone leaves for good? when there are less people to bring that space to life? can the emptiness created by one being ever be filled? if you can’t feel their presence, at least you can feel their lack. ***",0.084,0.805,0.111,0.4836
4825,4825,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," ""I won't shout it from the rooftops, but it's pretty nice. "" -Shin Horie, Metaphors!Watching an Ozu film feels like going to an intimate steakhouse with only a handful of tables and being told that the menu is only steak with potatoes and asparagus.... but then you have the steak, potatoes and asparagus and it ends up being like the best steak, potatoes and asparagus that you've ever had. An Autumn Afternoon is very good. ***",0.0,0.732,0.268,0.9796
4826,4826,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," Damn, this reminded me a lot of Ozu. ***",0.278,0.722,0.0,-0.4019
4827,4827,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★½ ,3.5, jo march voice i'm so lonely ***,0.351,0.649,0.0,-0.5009
4828,4828,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," 72/100A.V. Club review. My favorite Ozu (possibly excepting I Was Born, But..., revisit pending), but ultimately his sensibility is just too sedate to ever push me beyond admiration into ardor. My loss. ***",0.076,0.749,0.174,0.5859
4829,4829,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," ozu's films fill me with such comfort, even during the heartbreaking moments. at first i feel like an observer; an outsider peering into the lives of others. but, slowly the film wraps me up and makes me feel like i'm a part of these simple but profound little tales. an autumn afternoon is a beautiful depiction of changing post-war japan and generational/familial relationships, full of interesting characters and color that bring the story to life. ozu is on his way to becoming one of my favorite directors <3 ***",0.019,0.754,0.227,0.9702
4830,4830,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★★ ,5.0, This is what movies are all about. 🥹🥹🥹 ***,0.0,1.0,0.0,0.0
4831,4831,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," Last 30 minutes or so is peak Ozu. Knowing that this is his final film, released just a year before his death, makes the themes of this film (themes which Ozu had previously explored plenty) hit all that much harder. Makes me want to go sit on a mountaintop and stare at the night sky until the sun rises.×Japanuary 2023 #3 - Ozu >> Ranked #10 in my Directors League ***",0.055,0.927,0.018,-0.5574
4832,4832,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★½ ,4.5," Hot sake, cold beer, baseball on the tv, talking shit about all our old professors. That's the life. Relish each day, and never be afraid to go after what you want, even if it might mean change. We all make compromises, and we're all built to adapt. Each new season in your life is a blessing.Yasujirō Ozu Ranked ***",0.059,0.92,0.021,-0.5106
4833,4833,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★½ ,4.5," ""Alone, eh?""Ozu's last feature, An autumn afternoon somehow reminded me of his past works such as Late Spring and Early Summer. Both films were centering on the same issue, ""the arranged marriage of the daughter"". The thing that differs this film from those two was this film was already in color. I really loved the scenery of Tokyo in this one. Damn, even Tokyo in the early '60s was already looked so sophisticated and clearly ahead of its time 😮 ***",0.03,0.838,0.132,0.8771
4834,4834,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0, this only runs for about two hours but i'm already so attached to the characters and the locations 😭😭😭 is this what ozu does to u?? ***,0.0,1.0,0.0,0.0
4835,4835,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★½ ,4.5," One of Ozu's most formally accomplished works. It's virtually flawless. Unlike many of his other late period films, this film actually isn't about the larger clash of traditional and modern values, as the characters are more complex, not as rigidly defined. Hence, there are not as many close-ups here, rendering the underlying emotions that much more devastating. A remarkable achievement. ***",0.063,0.738,0.199,0.8394
4836,4836,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★★ ,5.0," After i finished the film, i came to the conclusion that Yasujiro Ozu is the best director of all time. I cant believe i used to think his movies were boring at one point. ***",0.065,0.817,0.118,0.4404
4837,4837,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★½ ,3.5," The closing moments do all the lifting that the rest of this pov (and era) shift from Late Spring daughter to father cannot do on its own. The bar patrons cutting off a nostalgia trip (not just of a navy tune but the barkeep who looks like a departed wife) by mimicking a radio broadcast of Japan's loss in battle. The empty corridors with soft light, catching the contrast of colors. I wish I'd felt this compositional high throughout Ozu's last film, perhaps it lacks the feminine touch for emotional connection, but the final moments are resplendent. ***",0.094,0.823,0.083,-0.0258
4838,4838,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★½ ,4.5," Choses que j'aurais probablement dû faire plus tôt:1. Ouvrir un compte REER.2. Regarder des films d'Ozu.Je vous laisse deviner pour laquelle des deux je regrette le plus d'avoir autant tardé avant de m'y mettre (indice: mes parents ne partageraient probablement pas mon avis, mais en même temps ils n'ont jamais fait l'autre chose et je pense que ça pourrait (devrait) les faire changer d'avis de le faire).Aussi, ce film m'a vraiment donné soif (de découvrir les autres films d'Ozu, oui, mais surtout pour du saké, même si j'en ai jamais bu). ***",0.0,1.0,0.0,0.0
4839,4839,An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ,4.0," And with such love in their hearts, fathers will always speak Autumn onto their daughters. On the strength of sitting still was a memorial to that same old tradition of upholding for the sake of letting go, and looking back to reminisce on every season can only bring the most painful form of peace. Ozu left this world in 1963, on his 60th birthday, after a career of 36 projects. It was the simplest of times and the most formative of them all. The lantern has switched off but there will be another grip one of these days to reset it alight. ***",0.02,0.915,0.066,0.5932
4840,4840,Cléo from 5 to 7,1962,Agnès Varda, ★★★★ ,4.0, the perfect movie to watch before the corona test results kick in ***,0.0,0.764,0.236,0.5719
4841,4841,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0," ""Everybody spoils me. Nobody loves me."" ***",0.0,0.619,0.381,0.5719
4842,4842,Cléo from 5 to 7,1962,Agnès Varda, ★★★★ ,4.0, This deserved Oscars for Cinematography and also Supporting Actor for the man who ate 3 frogs and projectile vomited ***,0.0,0.861,0.139,0.4404
4843,4843,Cléo from 5 to 7,1962,Agnès Varda, ★★★★½ ,4.5, i hate that im one of those people who loves french new wave cinema but im one of those people who loves french new wave cinema :/ ***,0.152,0.642,0.206,0.4497
4844,4844,Cléo from 5 to 7,1962,Agnès Varda, None ,0.0," Ultimately, all you need is one meaningful connection. ***",0.0,0.777,0.223,0.3182
4845,4845,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0, This review may contain spoilers. I can handle the truth.  when she snatched her wig off? my reaction to this entire movie  ***,0.0,0.901,0.099,0.3182
4846,4846,Cléo from 5 to 7,1962,Agnès Varda, ★★★½ ,3.5," ""i think my fear is gone. i think i'm happy""now i'm left longing for something i can't quite put my finger on. if i'm currently opening a new tab just to look at paris on google maps... mind your business ***",0.107,0.893,0.0,-0.5106
4847,4847,Cléo from 5 to 7,1962,Agnès Varda, ★★★★½ ,4.5," ""You seem to be waiting for something, rather than someone."" ***",0.0,1.0,0.0,0.0
4848,4848,Cléo from 5 to 7,1962,Agnès Varda, ★★★½ ,3.5, Misleading title but I guess Cleo From 5 to 6:30 wasn't as catchy. ***,0.144,0.856,0.0,-0.2144
4849,4849,Cléo from 5 to 7,1962,Agnès Varda, ★★★★ ,4.0," me, 1h and 30 minutes ago: yeah..... the french new wave is kinda overrated..... i mean....... yeah :/ me now, wearing a beret: Agnès Varda May Have Saved My Life Oui Oui ***",0.068,0.797,0.135,0.3262
4850,4850,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0, This review may contain spoilers. I can handle the truth.  cléo saying she thinks she is happy at the end is one of the loveliest things i’ve ever seen i miss agnès varda so much  ***,0.041,0.803,0.155,0.6597
4851,4851,Cléo from 5 to 7,1962,Agnès Varda, ★★★★½ ,4.5, Tarot reading as exposition? 😨Mirrors as metaphors? 😱Gratuitous shots of kittens? 🤯 ***,0.0,1.0,0.0,0.0
4852,4852,Cléo from 5 to 7,1962,Agnès Varda, ★★★½ ,3.5, ily: i love youilysm: i love you so muchilysmav: i love you so much agnès varda ***,0.0,0.37,0.63,0.9584
4853,4853,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0," ""have you ever been in love?""""often, but never deeply as I wanted'' ***",0.0,1.0,0.0,0.0
4854,4854,Cléo from 5 to 7,1962,Agnès Varda, ★★★★½ ,4.5," my body makes me happy, not proud.features everything i could ever want from a film:- sixties paris- fashion- lesbian subtext- an exploration of the way women cope with being constantly observed and placed on a pedestal- the ultimate wig reveal ***",0.0,0.835,0.165,0.7096
4855,4855,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0," Agnès Varda’s Cléo from 5 to 7 perceptively addresses it's concepts of existentialism as the lead protagonist waits to learn the results of a medical examination that may verify a diagnosis of cancer. It incorporates conversations of impermanence, and Varda’s high and voracious curiosity is evident throughout; she appreciates that the mundane possesses idiosyncratic attractions and wondrous curiosities. She contemplates the idea of despair and of operating a meaningful existence, This serves as a mission declaration of her filmmaking as a whole and represents a great deal which is favourable in the French New Wave movement. ***",0.066,0.812,0.122,0.7003
4856,4856,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0, every time i watch an agnes varda movie i make a review gushing over her but!!!!! miss varda just captures fear of the unknown and the search for people who understand you so so so eloquently here UGHHH her mind i love her so much ***,0.121,0.793,0.085,0.3753
4857,4857,Cléo from 5 to 7,1962,Agnès Varda, ★★★★½ ,4.5, Dying for nothing. That’s what upsets us.  ***,0.0,0.768,0.232,0.2755
4858,4858,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0, not to be dramatic but life changing ***,0.0,1.0,0.0,0.0
4859,4859,Cléo from 5 to 7,1962,Agnès Varda, ★★★★★ ,5.0," The final two lines: are spokenMe, wiping tears: woo miss Varda I felt that one ***",0.188,0.645,0.167,0.1531
4860,4860,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★½ ,4.5," You know this shit is good when they don't drop the opening credits on you until 40 minutes in. Sorry, it's just a golden rule of movies. ***",0.16,0.633,0.208,0.169
4861,4861,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★½ ,4.5, I know there’s way more important stuff here but I have to point out that the 2-door red Saab is one of the best movie cars I’ve ever seen. Just a truly excellent car. Lots of character. ***,0.0,0.656,0.344,0.9535
4862,4862,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★★ ,5.0, smokin cigs out the sunroof together ***,0.0,1.0,0.0,0.0
4863,4863,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0, That shot of the two of them holding their cigarettes up through the sunroof is an all-timer. ***,0.0,1.0,0.0,0.0
4864,4864,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0, “Those who survive keep thinking about the dead.”“What can we do? We must live our lives.” ***,0.0,1.0,0.0,0.0
4865,4865,Drive My Car,2021,Ryusuke Hamaguchi, None ,0.0," About 20 minutes before the film ends there is a momentary collapse of all sounds. I don't think I've ever heard silence quite like it. I could hear my heart throbbing in my ears -- a painful sting coupled with a quiet panic as my senses became temporarily heightened and numbed all at once. A brief glimpse into passing?Yeah, pretty great film. ***",0.158,0.7,0.141,-0.0534
4866,4866,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★½ ,4.5, How the fuck is this nominated in the same category as Don’t Look Up for the Oscar’s ***,0.171,0.829,0.0,-0.5423
4867,4867,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★★ ,5.0," ""How's the movie?""""It's fabulous. The movie paced so smoothly, I hardly feel the runtime. I even forgot I'm watching a movie. I've watched many movies, but it's never been so pleasant."" ***",0.0,0.927,0.073,0.296
4868,4868,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★½ ,4.5, sad asians smoking cigs representation ***,0.383,0.617,0.0,-0.4767
4869,4869,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★½ ,4.5, Can any of us ever perfectly understand another person? However much we may love them?It’s all there in the text. ***,0.0,0.684,0.316,0.8677
4870,4870,Drive My Car,2021,Ryusuke Hamaguchi, None ,0.0, Next time I drive my car for 3 hours I better end up in Baltimore Maryland! ***,0.0,0.803,0.197,0.4926
4871,4871,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0, the way that shot of them smoking cigs out the sunroof would have brought tumblr to its knees… ***,0.0,1.0,0.0,0.0
4872,4872,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★★ ,5.0," My favorite film I’ve seen all year??Ryusuke Hamaguchi’s 3-hour Murakami adaptation is beautiful, hypnotic and quietly epic. Texts within texts and characters within characters. Making the central theater production a multi-lingual experiment was inspired. There’s just so many layers... I will definitely need to see this again. ***",0.0,0.761,0.239,0.9211
4873,4873,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0," for your consideration, saab 900 turbo for best actor ***",0.0,0.682,0.318,0.6369
4874,4874,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0," “what can we do? uncle vanya. all we can do is live. we’ll live through a long row of days. and through the endless evenings. and we shall bear patiently the burdens that fate imposes on us. we'll continue to work for others, both now and when we have grown old. and when our last hour comes. we'll go quietly."" ***",0.063,0.937,0.0,-0.4404
4875,4875,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0," Watched this while driving, just as the director intended. ***",0.0,1.0,0.0,0.0
4876,4876,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★★ ,5.0, Drive My (Os)Car(s)!!! ***,0.0,1.0,0.0,0.0
4877,4877,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0, You can draw like four different straight lines from Vanya to MY DINNER WITH ANDRE to COLLATERAL to this. ***,0.0,0.804,0.196,0.5267
4878,4878,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0, 🚬✌🏼🚘 ***,0.0,1.0,0.0,0.0
4879,4879,Drive My Car,2021,Ryusuke Hamaguchi, ★★★★ ,4.0, i like when people hug it makes me cry ***,0.211,0.408,0.381,0.3612
4880,4880,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0," One of the actresses in this is named ""Ursula Jeans"" ***",0.0,1.0,0.0,0.0
4881,4881,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, None ,0.0, crazy how the pinnacle of film was reached in 1943 ***,0.187,0.703,0.109,-0.25
4882,4882,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0, This happened to my buddy Eric ***,0.0,1.0,0.0,0.0
4883,4883,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0," I think it stinks. My friends call me Johnny.Mortals grow old, Deborah Kerr reincarnates. ***",0.117,0.702,0.181,0.2732
4884,4884,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0," ""Theo, this may sound a damn silly thing to say to you, but I never got over it."" ***",0.103,0.838,0.059,-0.2023
4885,4885,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★ ,1.0, This review may contain spoilers. I can handle the truth.  Yo this movie title totally spoils the film. The dude really does live and die.Greatest Films of All Time  ***,0.0,0.924,0.076,0.3182
4886,4886,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0, There’s no better monologue in film history than Anton Walbrook pleading his case to British immigration officials. You can’t do better. ***,0.081,0.704,0.215,0.5574
4887,4887,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0, DO YOU THINK THAT LOVE CAN BLOOM EVEN ON A BATTLEFIELD ***,0.193,0.521,0.286,0.3818
4888,4888,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★½ ,4.5, This was so dazzlingly British. There's no other way to put it. ***,0.155,0.845,0.0,-0.296
4889,4889,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★½ ,4.5," 52 Years in 52 Weeks 2019, The Prequel: Film #30My English is not very much but my friendship for you is very much.This picture spends an hour on the origin story of the protagonist's moustache. ***",0.0,0.901,0.099,0.5927
4890,4890,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0," The ruthless force of nations rending through the years, the people see their countries changing into something unrecognisable but in fact it is they themselves who age, growing old beyond the days of pride for their noble cause, seeing war for what it is - a duel that only ends in loss. Yet the passage of time will carry love, friendship, her memory, delicately like a leaf on a lake, while the world marches on.Loved it VERY MUCH. ***",0.084,0.668,0.248,0.9455
